-1,12.51,12.51,12.51,12.51,12.51,12.59,12.59,12.59,12.59,12.59,12.59,12.67,12.67,12.67,12.67,12.67,12.67,12.75,12.75,12.75,12.75,12.75,12.75,12.83,12.83,12.83,12.83,12.83,12.83,12.91,12.91,12.91,12.91,12.91,12.91,12.99,12.99,12.99,12.99,12.99,12.99,13.07,13.07,13.07,13.07,13.07,13.07,13.15,13.15,13.15,13.15,13.15,13.15,13.55,13.55,13.55,13.55,13.55,13.55,13.63,13.63,13.63,13.63,13.63,13.63,13.71,13.71,13.71,13.71,13.71,13.71,13.79,13.79,13.79,13.79,13.79,13.79,13.87,13.87,13.87,13.87,13.87,13.87,13.95,13.95,13.95,13.95,13.95,13.95,14.03,14.03,14.03,14.03,14.03,14.03,14.11,14.11,14.11,14.11,14.11,14.11,14.19,14.19,14.19,14.19,14.19,14.19,14.59,14.59,14.59,14.59,14.59,14.59,14.67,14.67,14.67,14.67,14.67,14.67,14.75,14.75,14.75,14.75,14.75,14.75,14.83,14.83,14.83,14.83,14.83,14.83,14.91,14.91,14.91,14.91,14.91,14.91,14.99,14.99,14.99,14.99,14.99,14.99,15.07,15.07,15.07,15.07,15.07,15.07,15.15,15.15,15.15,15.15,15.15,15.15,15.23,15.23,15.23,15.23,15.23,15.23,12.51,12.51,12.51,12.51,12.51,12.51,12.59,12.59,12.59,12.59,12.59,12.59,12.67,12.67,12.67,12.67,12.67,12.67,12.75,12.75,12.75,12.75,12.75,12.75,12.83,12.83,12.83,12.83,12.83,12.83,12.91,12.91,12.91,12.91,12.91,12.91,12.99,12.99,12.99,12.99,12.99,12.99,13.07,13.07,13.07,13.07,13.07,13.07,13.15,13.15,13.15,13.15,13.15,13.15,13.55,13.55,13.55,13.55,13.55,13.55,13.63,13.63,13.63,13.63,13.63,13.63,13.71,13.71,13.71,13.71,13.71,13.71,13.79,13.79,13.79,13.79,13.79,13.79,13.87,13.87,13.87,13.87,13.87,13.87,13.95,13.95,13.95,13.95,13.95,13.95,14.03,14.03,14.03,14.03,14.03,14.03,14.11,14.11,14.11,14.11,14.11,14.11,14.19,14.19,14.19,14.19,14.19,14.19,14.59,14.59,14.59,14.59,14.59,14.59,14.67,14.67,14.67,14.67,14.67,14.67,14.75,14.75,14.75,14.75,14.75,14.75,14.83,14.83,14.83,14.83,14.83,14.83,14.91,14.91,14.91,14.91,14.91,14.91,14.99,14.99,14.99,14.99,14.99,14.99,15.07,15.07,15.07,15.07,15.07,15.07,15.15,15.15,15.15,15.15,15.15,15.15,15.23,15.23,15.23,15.23,15.23,15.23
12.51,-1,12.51,12.51,12.51,12.51,12.59,12.59,12.59,12.59,12.59,12.59,12.67,12.67,12.67,12.67,12.67,12.67,12.75,12.75,12.75,12.75,12.75,12.75,12.83,12.83,12.83,12.83,12.83,12.83,12.91,12.91,12.91,12.91,12.91,12.91,12.99,12.99,12.99,12.99,12.99,12.99,13.07,13.07,13.07,13.07,13.07,13.07,13.15,13.15,13.15,13.15,13.15,13.15,13.55,13.55,13.55,13.55,13.55,13.55,13.63,13.63,13.63,13.63,13.63,13.63,13.71,13.71,13.71,13.71,13.71,13.71,13.79,13.79,13.79,13.79,13.79,13.79,13.87,13.87,13.87,13.87,13.87,13.87,13.95,13.95,13.95,13.95,13.95,13.95,14.03,14.03,14.03,14.03,14.03,14.03,14.11,14.11,14.11,14.11,14.11,14.11,14.19,14.19,14.19,14.19,14.19,14.19,14.59,14.59,14.59,14.59,14.59,14.59,14.67,14.67,14.67,14.67,14.67,14.67,14.75,14.75,14.75,14.75,14.75,14.75,14.83,14.83,14.83,14.83,14.83,14.83,14.91,14.91,14.91,14.91,14.91,14.91,14.99,14.99,14.99,14.99,14.99,14.99,15.07,15.07,15.07,15.07,15.07,15.07,15.15,15.15,15.15,15.15,15.15,15.15,15.23,15.23,15.23,15.23,15.23,15.23,12.51,12.51,12.51,12.51,12.51,12.51,12.59,12.59,12.59,12.59,12.59,12.59,12.67,12.67,12.67,12.67,12.67,12.67,12.75,12.75,12.75,12.75,12.75,12.75,12.83,12.83,12.83,12.83,12.83,12.83,12.91,12.91,12.91,12.91,12.91,12.91,12.99,12.99,12.99,12.99,12.99,12.99,13.07,13.07,13.07,13.07,13.07,13.07,13.15,13.15,13.15,13.15,13.15,13.15,13.55,13.55,13.55,13.55,13.55,13.55,13.63,13.63,13.63,13.63,13.63,13.63,13.71,13.71,13.71,13.71,13.71,13.71,13.79,13.79,13.79,13.79,13.79,13.79,13.87,13.87,13.87,13.87,13.87,13.87,13.95,13.95,13.95,13.95,13.95,13.95,14.03,14.03,14.03,14.03,14.03,14.03,14.11,14.11,14.11,14.11,14.11,14.11,14.19,14.19,14.19,14.19,14.19,14.19,14.59,14.59,14.59,14.59,14.59,14.59,14.67,14.67,14.67,14.67,14.67,14.67,14.75,14.75,14.75,14.75,14.75,14.75,14.83,14.83,14.83,14.83,14.83,14.83,14.91,14.91,14.91,14.91,14.91,14.91,14.99,14.99,14.99,14.99,14.99,14.99,15.07,15.07,15.07,15.07,15.07,15.07,15.15,15.15,15.15,15.15,15.15,15.15,15.23,15.23,15.23,15.23,15.23,15.23
12.51,12.51,-1,12.51,12.51,12.51,12.59,12.59,12.59,12.59,12.59,12.59,12.67,12.67,12.67,12.67,12.67,12.67,12.75,12.75,12.75,12.75,12.75,12.75,12.83,12.83,12.83,12.83,12.83,12.83,12.91,12.91,12.91,12.91,12.91,12.91,12.99,12.99,12.99,12.99,12.99,12.99,13.07,13.07,13.07,13.07,13.07,13.07,13.15,13.15,13.15,13.15,13.15,13.15,13.55,13.55,13.55,13.55,13.55,13.55,13.63,13.63,13.63,13.63,13.63,13.63,13.71,13.71,13.71,13.71,13.71,13.71,13.79,13.79,13.79,13.79,13.79,13.79,13.87,13.87,13.87,13.87,13.87,13.87,13.95,13.95,13.95,13.95,13.95,13.95,14.03,14.03,14.03,14.03,14.03,14.03,14.11,14.11,14.11,14.11,14.11,14.11,14.19,14.19,14.19,14.19,14.19,14.19,14.59,14.59,14.59,14.59,14.59,14.59,14.67,14.67,14.67,14.67,14.67,14.67,14.75,14.75,14.75,14.75,14.75,14.75,14.83,14.83,14.83,14.83,14.83,14.83,14.91,14.91,14.91,14.91,14.91,14.91,14.99,14.99,14.99,14.99,14.99,14.99,15.07,15.07,15.07,15.07,15.07,15.07,15.15,15.15,15.15,15.15,15.15,15.15,15.23,15.23,15.23,15.23,15.23,15.23,12.51,12.51,12.51,12.51,12.51,12.51,12.59,12.59,12.59,12.59,12.59,12.59,12.67,12.67,12.67,12.67,12.67,12.67,12.75,12.75,12.75,12.75,12.75,12.75,12.83,12.83,12.83,12.83,12.83,12.83,12.91,12.91,12.91,12.91,12.91,12.91,12.99,12.99,12.99,12.99,12.99,12.99,13.07,13.07,13.07,13.07,13.07,13.07,13.15,13.15,13.15,13.15,13.15,13.15,13.55,13.55,13.55,13.55,13.55,13.55,13.63,13.63,13.63,13.63,13.63,13.63,13.71,13.71,13.71,13.71,13.71,13.71,13.79,13.79,13.79,13.79,13.79,13.79,13.87,13.87,13.87,13.87,13.87,13.87,13.95,13.95,13.95,13.95,13.95,13.95,14.03,14.03,14.03,14.03,14.03,14.03,14.11,14.11,14.11,14.11,14.11,14.11,14.19,14.19,14.19,14.19,14.19,14.19,14.59,14.59,14.59,14.59,14.59,14.59,14.67,14.67,14.67,14.67,14.67,14.67,14.75,14.75,14.75,14.75,14.75,14.75,14.83,14.83,14.83,14.83,14.83,14.83,14.91,14.91,14.91,14.91,14.91,14.91,14.99,14.99,14.99,14.99,14.99,14.99,15.07,15.07,15.07,15.07,15.07,15.07,15.15,15.15,15.15,15.15,15.15,15.15,15.23,15.23,15.23,15.23,15.23,15.23
12.51,12.51,12.51,-1,12.51,12.51,12.59,12.59,12.59,12.59,12.59,12.59,12.67,12.67,12.67,12.67,12.67,12.67,12.75,12.75,12.75,12.75,12.75,12.75,12.83,12.83,12.83,12.83,12.83,12.83,12.91,12.91,12.91,12.91,12.91,12.91,12.99,12.99,12.99,12.99,12.99,12.99,13.07,13.07,13.07,13.07,13.07,13.07,13.15,13.15,13.15,13.15,13.15,13.15,13.55,13.55,13.55,13.55,13.55,13.55,13.63,13.63,13.63,13.63,13.63,13.63,13.71,13.71,13.71,13.71,13.71,13.71,13.79,13.79,13.79,13.79,13.79,13.79,13.87,13.87,13.87,13.87,13.87,13.87,13.95,13.95,13.95,13.95,13.95,13.95,14.03,14.03,14.03,14.03,14.03,14.03,14.11,14.11,14.11,14.11,14.11,14.11,14.19,14.19,14.19,14.19,14.19,14.19,14.59,14.59,14.59,14.59,14.59,14.59,14.67,14.67,14.67,14.67,14.67,14.67,14.75,14.75,14.75,14.75,14.75,14.75,14.83,14.83,14.83,14.83,14.83,14.83,14.91,14.91,14.91,14.91,14.91,14.91,14.99,14.99,14.99,14.99,14.99,14.99,15.07,15.07,15.07,15.07,15.07,15.07,15.15,15.15,15.15,15.15,15.15,15.15,15.23,15.23,15.23,15.23,15.23,15.23,12.51,12.51,12.51,12.51,12.51,12.51,12.59,12.59,12.59,12.59,12.59,12.59,12.67,12.67,12.67,12.67,12.67,12.67,12.75,12.75,12.75,12.75,12.75,12.75,12.83,12.83,12.83,12.83,12.83,12.83,12.91,12.91,12.91,12.91,12.91,12.91,12.99,12.99,12.99,12.99,12.99,12.99,13.07,13.07,13.07,13.07,13.07,13.07,13.15,13.15,13.15,13.15,13.15,13.15,13.55,13.55,13.55,13.55,13.55,13.55,13.63,13.63,13.63,13.63,13.63,13.63,13.71,13.71,13.71,13.71,13.71,13.71,13.79,13.79,13.79,13.79,13.79,13.79,13.87,13.87,13.87,13.87,13.87,13.87,13.95,13.95,13.95,13.95,13.95,13.95,14.03,14.03,14.03,14.03,14.03,14.03,14.11,14.11,14.11,14.11,14.11,14.11,14.19,14.19,14.19,14.19,14.19,14.19,14.59,14.59,14.59,14.59,14.59,14.59,14.67,14.67,14.67,14.67,14.67,14.67,14.75,14.75,14.75,14.75,14.75,14.75,14.83,14.83,14.83,14.83,14.83,14.83,14.91,14.91,14.91,14.91,14.91,14.91,14.99,14.99,14.99,14.99,14.99,14.99,15.07,15.07,15.07,15.07,15.07,15.07,15.15,15.15,15.15,15.15,15.15,15.15,15.23,15.23,15.23,15.23,15.23,15.23
12.51,12.51,12.51,12.51,-1,12.51,12.59,12.59,12.59,12.59,12.59,12.59,12.67,12.67,12.67,12.67,12.67,12.67,12.75,12.75,12.75,12.75,12.75,12.75,12.83,12.83,12.83,12.83,12.83,12.83,12.91,12.91,12.91,12.91,12.91,12.91,12.99,12.99,12.99,12.99,12.99,12.99,13.07,13.07,13.07,13.07,13.07,13.07,13.15,13.15,13.15,13.15,13.15,13.15,13.55,13.55,13.55,13.55,13.55,13.55,13.63,13.63,13.63,13.63,13.63,13.63,13.71,13.71,13.71,13.71,13.71,13.71,13.79,13.79,13.79,13.79,13.79,13.79,13.87,13.87,13.87,13.87,13.87,13.87,13.95,13.95,13.95,13.95,13.95,13.95,14.03,14.03,14.03,14.03,14.03,14.03,14.11,14.11,14.11,14.11,14.11,14.11,14.19,14.19,14.19,14.19,14.19,14.19,14.59,14.59,14.59,14.59,14.59,14.59,14.67,14.67,14.67,14.67,14.67,14.67,14.75,14.75,14.75,14.75,14.75,14.75,14.83,14.83,14.83,14.83,14.83,14.83,14.91,14.91,14.91,14.91,14.91,14.91,14.99,14.99,14.99,14.99,14.99,14.99,15.07,15.07,15.07,15.07,15.07,15.07,15.15,15.15,15.15,15.15,15.15,15.15,15.23,15.23,15.23,15.23,15.23,15.23,12.51,12.51,12.51,12.51,12.51,12.51,12.59,12.59,12.59,12.59,12.59,12.59,12.67,12.67,12.67,12.67,12.67,12.67,12.75,12.75,12.75,12.75,12.75,12.75,12.83,12.83,12.83,12.83,12.83,12.83,12.91,12.91,12.91,12.91,12.91,12.91,12.99,12.99,12.99,12.99,12.99,12.99,13.07,13.07,13.07,13.07,13.07,13.07,13.15,13.15,13.15,13.15,13.15,13.15,13.55,13.55,13.55,13.55,13.55,13.55,13.63,13.63,13.63,13.63,13.63,13.63,13.71,13.71,13.71,13.71,13.71,13.71,13.79,13.79,13.79,13.79,13.79,13.79,13.87,13.87,13.87,13.87,13.87,13.87,13.95,13.95,13.95,13.95,13.95,13.95,14.03,14.03,14.03,14.03,14.03,14.03,14.11,14.11,14.11,14.11,14.11,14.11,14.19,14.19,14.19,14.19,14.19,14.19,14.59,14.59,14.59,14.59,14.59,14.59,14.67,14.67,14.67,14.67,14.67,14.67,14.75,14.75,14.75,14.75,14.75,14.75,14.83,14.83,14.83,14.83,14.83,14.83,14.91,14.91,14.91,14.91,14.91,14.91,14.99,14.99,14.99,14.99,14.99,14.99,15.07,15.07,15.07,15.07,15.07,15.07,15.15,15.15,15.15,15.15,15.15,15.15,15.23,15.23,15.23,15.23,15.23,15.23
12.51,12.51,12.51,12.51,12.51,-1,12.59,12.59,12.59,12.59,12.59,12.59,12.67,12.67,12.67,12.67,12.67,12.67,12.75,12.75,12.75,12.75,12.75,12.75,12.83,12.83,12.83,12.83,12.83,12.83,12.91,12.91,12.91,12.91,12.91,12.91,12.99,12.99,12.99,12.99,12.99,12.99,13.07,13.07,13.07,13.07,13.07,13.07,13.15,13.15,13.15,13.15,13.15,13.15,13.55,13.55,13.55,13.55,13.55,13.55,13.63,13.63,13.63,13.63,13.63,13.63,13.71,13.71,13.71,13.71,13.71,13.71,13.79,13.79,13.79,13.79,13.79,13.79,13.87,13.87,13.87,13.87,13.87,13.87,13.95,13.95,13.95,13.95,13.95,13.95,14.03,14.03,14.03,14.03,14.03,14.03,14.11,14.11,14.11,14.11,14.11,14.11,14.19,14.19,14.19,14.19,14.19,14.19,14.59,14.59,14.59,14.59,14.59,14.59,14.67,14.67,14.67,14.67,14.67,14.67,14.75,14.75,14.75,14.75,14.75,14.75,14.83,14.83,14.83,14.83,14.83,14.83,14.91,14.91,14.91,14.91,14.91,14.91,14.99,14.99,14.99,14.99,14.99,14.99,15.07,15.07,15.07,15.07,15.07,15.07,15.15,15.15,15.15,15.15,15.15,15.15,15.23,15.23,15.23,15.23,15.23,15.23,12.51,12.51,12.51,12.51,12.51,12.51,12.59,12.59,12.59,12.59,12.59,12.59,12.67,12.67,12.67,12.67,12.67,12.67,12.75,12.75,12.75,12.75,12.75,12.75,12.83,12.83,12.83,12.83,12.83,12.83,12.91,12.91,12.91,12.91,12.91,12.91,12.99,12.99,12.99,12.99,12.99,12.99,13.07,13.07,13.07,13.07,13.07,13.07,13.15,13.15,13.15,13.15,13.15,13.15,13.55,13.55,13.55,13.55,13.55,13.55,13.63,13.63,13.63,13.63,13.63,13.63,13.71,13.71,13.71,13.71,13.71,13.71,13.79,13.79,13.79,13.79,13.79,13.79,13.87,13.87,13.87,13.87,13.87,13.87,13.95,13.95,13.95,13.95,13.95,13.95,14.03,14.03,14.03,14.03,14.03,14.03,14.11,14.11,14.11,14.11,14.11,14.11,14.19,14.19,14.19,14.19,14.19,14.19,14.59,14.59,14.59,14.59,14.59,14.59,14.67,14.67,14.67,14.67,14.67,14.67,14.75,14.75,14.75,14.75,14.75,14.75,14.83,14.83,14.83,14.83,14.83,14.83,14.91,14.91,14.91,14.91,14.91,14.91,14.99,14.99,14.99,14.99,14.99,14.99,15.07,15.07,15.07,15.07,15.07,15.07,15.15,15.15,15.15,15.15,15.15,15.15,15.23,15.23,15.23,15.23,15.23,15.23
12.59,12.59,12.59,12.59,12.59,12.59,-1,12.67,12.67,12.67,12.67,12.67,12.75,12.75,12.75,12.75,12.75,12.75,12.83,12.83,12.83,12.83,12.83,12.83,12.91,12.91,12.91,12.91,12.91,12.91,12.99,12.99,12.99,12.99,12.99,12.99,13.07,13.07,13.07,13.07,13.07,13.07,13.15,13.15,13.15,13.15,13.15,13.15,13.23,13.23,13.23,13.23,13.23,13.23,13.55,13.55,13.55,13.55,13.55,13.55,13.63,13.63,13.63,13.63,13.63,13.63,13.71,13.71,13.71,13.71,13.71,13.71,13.79,13.79,13.79,13.79,13.79,13.79,13.87,13.87,13.87,13.87,13.87,13.87,13.95,13.95,13.95,13.95,13.95,13.95,14.03,14.03,14.03,14.03,14.03,14.03,14.11,14.11,14.11,14.11,14.11,14.11,14.19,14.19,14.19,14.19,14.19,14.19,14.51,14.51,14.51,14.51,14.51,14.51,14.59,14.59,14.59,14.59,14.59,14.59,14.67,14.67,14.67,14.67,14.67,14.67,14.75,14.75,14.75,14.75,14.75,14.75,14.83,14.83,14.83,14.83,14.83,14.83,14.91,14.91,14.91,14.91,14.91,14.91,14.99,14.99,14.99,14.99,14.99,14.99,15.07,15.07,15.07,15.07,15.07,15.07,15.15,15.15,15.15,15.15,15.15,15.15,12.59,12.59,12.59,12.59,12.59,12.59,12.67,12.67,12.67,12.67,12.67,12.67,12.75,12.75,12.75,12.75,12.75,12.75,12.83,12.83,12.83,12.83,12.83,12.83,12.91,12.91,12.91,12.91,12.91,12.91,12.99,12.99,12.99,12.99,12.99,12.99,13.07,13.07,13.07,13.07,13.07,13.07,13.15,13.15,13.15,13.15,13.15,13.15,13.23,13.23,13.23,13.23,13.23,13.23,13.55,13.55,13.55,13.55,13.55,13.55,13.63,13.63,13.63,13.63,13.63,13.63,13.71,13.71,13.71,13.71,13.71,13.71,13.79,13.79,13.79,13.79,13.79,13.79,13.87,13.87,13.87,13.87,13.87,13.87,13.95,13.95,13.95,13.95,13.95,13.95,14.03,14.03,14.03,14.03,14.03,14.03,14.11,14.11,14.11,14.11,14.11,14.11,14.19,14.19,14.19,14.19,14.19,14.19,14.51,14.51,14.51,14.51,14.51,14.51,14.59,14.59,14.59,14.59,14.59,14.59,14.67,14.67,14.67,14.67,14.67,14.67,14.75,14.75,14.75,14.75,14.75,14.75,14.83,14.83,14.83,14.83,14.83,14.83,14.91,14.91,14.91,14.91,14.91,14.91,14.99,14.99,14.99,14.99,14.99,14.99,15.07,15.07,15.07,15.07,15.07,15.07,15.15,15.15,15.15,15.15,15.15,15.15
12.59,12.59,12.59,12.59,12.59,12.59,12.67,-1,12.67,12.67,12.67,12.67,12.75,12.75,12.75,12.75,12.75,12.75,12.83,12.83,12.83,12.83,12.83,12.83,12.91,12.91,12.91,12.91,12.91,12.91,12.99,12.99,12.99,12.99,12.99,12.99,13.07,13.07,13.07,13.07,13.07,13.07,13.15,13.15,13.15,13.15,13.15,13.15,13.23,13.23,13.23,13.23,13.23,13.23,13.55,13.55,13.55,13.55,13.55,13.55,13.63,13.63,13.63,13.63,13.63,13.63,13.71,13.71,13.71,13.71,13.71,13.71,13.79,13.79,13.79,13.79,13.79,13.79,13.87,13.87,13.87,13.87,13.87,13.87,13.95,13.95,13.95,13.95,13.95,13.95,14.03,14.03,14.03,14.03,14.03,14.03,14.11,14.11,14.11,14.11,14.11,14.11,14.19,14.19,14.19,14.19,14.19,14.19,14.51,14.51,14.51,14.51,14.51,14.51,14.59,14.59,14.59,14.59,14.59,14.59,14.67,14.67,14.67,14.67,14.67,14.67,14.75,14.75,14.75,14.75,14.75,14.75,14.83,14.83,14.83,14.83,14.83,14.83,14.91,14.91,14.91,14.91,14.91,14.91,14.99,14.99,14.99,14.99,14.99,14.99,15.07,15.07,15.07,15.07,15.07,15.07,15.15,15.15,15.15,15.15,15.15,15.15,12.59,12.59,12.59,12.59,12.59,12.59,12.67,12.67,12.67,12.67,12.67,12.67,12.75,12.75,12.75,12.75,12.75,12.75,12.83,12.83,12.83,12.83,12.83,12.83,12.91,12.91,12.91,12.91,12.91,12.91,12.99,12.99,12.99,12.99,12.99,12.99,13.07,13.07,13.07,13.07,13.07,13.07,13.15,13.15,13.15,13.15,13.15,13.15,13.23,13.23,13.23,13.23,13.23,13.23,13.55,13.55,13.55,13.55,13.55,13.55,13.63,13.63,13.63,13.63,13.63,13.63,13.71,13.71,13.71,13.71,13.71,13.71,13.79,13.79,13.79,13.79,13.79,13.79,13.87,13.87,13.87,13.87,13.87,13.87,13.95,13.95,13.95,13.95,13.95,13.95,14.03,14.03,14.03,14.03,14.03,14.03,14.11,14.11,14.11,14.11,14.11,14.11,14.19,14.19,14.19,14.19,14.19,14.19,14.51,14.51,14.51,14.51,14.51,14.51,14.59,14.59,14.59,14.59,14.59,14.59,14.67,14.67,14.67,14.67,14.67,14.67,14.75,14.75,14.75,14.75,14.75,14.75,14.83,14.83,14.83,14.83,14.83,14.83,14.91,14.91,14.91,14.91,14.91,14.91,14.99,14.99,14.99,14.99,14.99,14.99,15.07,15.07,15.07,15.07,15.07,15.07,15.15,15.15,15.15,15.15,15.15,15.15
12.59,12.59,12.59,12.59,12.59,12.59,12.67,12.67,-1,12.67,12.67,12.67,12.75,12.75,12.75,12.75,12.75,12.75,12.83,12.83,12.83,12.83,12.83,12.83,12.91,12.91,12.91,12.91,12.91,12.91,12.99,12.99,12.99,12.99,12.99,12.99,13.07,13.07,13.07,13.07,13.07,13.07,13.15,13.15,13.15,13.15,13.15,13.15,13.23,13.23,13.23,13.23,13.23,13.23,13.55,13.55,13.55,13.55,13.55,13.55,13.63,13.63,13.63,13.63,13.63,13.63,13.71,13.71,13.71,13.71,13.71,13.71,13.79,13.79,13.79,13.79,13.79,13.79,13.87,13.87,13.87,13.87,13.87,13.87,13.95,13.95,13.95,13.95,13.95,13.95,14.03,14.03,14.03,14.03,14.03,14.03,14.11,14.11,14.11,14.11,14.11,14.11,14.19,14.19,14.19,14.19,14.19,14.19,14.51,14.51,14.51,14.51,14.51,14.51,14.59,14.59,14.59,14.59,14.59,14.59,14.67,14.67,14.67,14.67,14.67,14.67,14.75,14.75,14.75,14.75,14.75,14.75,14.83,14.83,14.83,14.83,14.83,14.83,14.91,14.91,14.91,14.91,14.91,14.91,14.99,14.99,14.99,14.99,14.99,14.99,15.07,15.07,15.07,15.07,15.07,15.07,15.15,15.15,15.15,15.15,15.15,15.15,12.59,12.59,12.59,12.59,12.59,12.59,12.67,12.67,12.67,12.67,12.67,12.67,12.75,12.75,12.75,12.75,12.75,12.75,12.83,12.83,12.83,12.83,12.83,12.83,12.91,12.91,12.91,12.91,12.91,12.91,12.99,12.99,12.99,12.99,12.99,12.99,13.07,13.07,13.07,13.07,13.07,13.07,13.15,13.15,13.15,13.15,13.15,13.15,13.23,13.23,13.23,13.23,13.23,13.23,13.55,13.55,13.55,13.55,13.55,13.55,13.63,13.63,13.63,13.63,13.63,13.63,13.71,13.71,13.71,13.71,13.71,13.71,13.79,13.79,13.79,13.79,13.79,13.79,13.87,13.87,13.87,13.87,13.87,13.87,13.95,13.95,13.95,13.95,13.95,13.95,14.03,14.03,14.03,14.03,14.03,14.03,14.11,14.11,14.11,14.11,14.11,14.11,14.19,14.19,14.19,14.19,14.19,14.19,14.51,14.51,14.51,14.51,14.51,14.51,14.59,14.59,14.59,14.59,14.59,14.59,14.67,14.67,14.67,14.67,14.67,14.67,14.75,14.75,14.75,14.75,14.75,14.75,14.83,14.83,14.83,14.83,14.83,14.83,14.91,14.91,14.91,14.91,14.91,14.91,14.99,14.99,14.99,14.99,14.99,14.99,15.07,15.07,15.07,15.07,15.07,15.07,15.15,15.15,15.15,15.15,15.15,15.15
12.59,12.59,12.59,12.59,12.59,12.59,12.67,12.67,12.67,-1,12.67,12.67,12.75,12.75,12.75,12.75,12.75,12.75,12.83,12.83,12.83,12.83,12.83,12.83,12.91,12.91,12.91,12.91,12.91,12.91,12.99,12.99,12.99,12.99,12.99,12.99,13.07,13.07,13.07,13.07,13.07,13.07,13.15,13.15,13.15,13.15,13.15,13.15,13.23,13.23,13.23,13.23,13.23,13.23,13.55,13.55,13.55,13.55,13.55,13.55,13.63,13.63,13.63,13.63,13.63,13.63,13.71,13.71,13.71,13.71,13.71,13.71,13.79,13.79,13.79,13.79,13.79,13.79,13.87,13.87,13.87,13.87,13.87,13.87,13.95,13.95,13.95,13.95,13.95,13.95,14.03,14.03,14.03,14.03,14.03,14.03,14.11,14.11,14.11,14.11,14.11,14.11,14.19,14.19,14.19,14.19,14.19,14.19,14.51,14.51,14.51,14.51,14.51,14.51,14.59,14.59,14.59,14.59,14.59,14.59,14.67,14.67,14.67,14.67,14.67,14.67,14.75,14.75,14.75,14.75,14.75,14.75,14.83,14.83,14.83,14.83,14.83,14.83,14.91,14.91,14.91,14.91,14.91,14.91,14.99,14.99,14.99,14.99,14.99,14.99,15.07,15.07,15.07,15.07,15.07,15.07,15.15,15.15,15.15,15.15,15.15,15.15,12.59,12.59,12.59,12.59,12.59,12.59,12.67,12.67,12.67,12.67,12.67,12.67,12.75,12.75,12.75,12.75,12.75,12.75,12.83,12.83,12.83,12.83,12.83,12.83,12.91,12.91,12.91,12.91,12.91,12.91,12.99,12.99,12.99,12.99,12.99,12.99,13.07,13.07,13.07,13.07,13.07,13.07,13.15,13.15,13.15,13.15,13.15,13.15,13.23,13.23,13.23,13.23,13.23,13.23,13.55,13.55,13.55,13.55,13.55,13.55,13.63,13.63,13.63,13.63,13.63,13.63,13.71,13.71,13.71,13.71,13.71,13.71,13.79,13.79,13.79,13.79,13.79,13.79,13.87,13.87,13.87,13.87,13.87,13.87,13.95,13.95,13.95,13.95,13.95,13.95,14.03,14.03,14.03,14.03,14.03,14.03,14.11,14.11,14.11,14.11,14.11,14.11,14.19,14.19,14.19,14.19,14.19,14.19,14.51,14.51,14.51,14.51,14.51,14.51,14.59,14.59,14.59,14.59,14.59,14.59,14.67,14.67,14.67,14.67,14.67,14.67,14.75,14.75,14.75,14.75,14.75,14.75,14.83,14.83,14.83,14.83,14.83,14.83,14.91,14.91,14.91,14.91,14.91,14.91,14.99,14.99,14.99,14.99,14.99,14.99,15.07,15.07,15.07,15.07,15.07,15.07,15.15,15.15,15.15,15.15,15.15,15.15
